session_id,device_id,session_start,session_end,game_title,game_category,plays,revenue_eur,error_count,age_group,event_log
S00111915,D0048,2026-05-17T12:37:00,2026-05-17T13:05:00,Space Spin,Arcade,2,1.95,0,35-44,info: session completed normally
S00111916,D0048,2026-05-17T14:31:00,2026-05-17T14:56:00,Fruit Galaxy,Classic,9,8.33,0,35-44,info: no device exception
S00111917,D0048,2026-05-17T18:32:00,2026-05-17T18:46:00,Lucky Harbor,Classic,8,9.91,2,45-54,info: session completed normally
S00111918,D0048,2026-05-17T11:40:00,2026-05-17T11:43:00,Space Spin,Arcade,2,2.3,0,25-34,info: no device exception
S00111919,D0049,2026-05-17T18:13:00,2026-05-17T18:35:00,Golden Safari,Adventure,3,3.74,1,18-24,info: no device exception
S00111920,D0049,2026-05-17T22:55:00,2026-05-17T23:03:00,Fruit Galaxy,Classic,4,3.76,1,35-44,info: session completed normally
S00111921,D0049,2026-05-17T18:43:00,2026-05-17T19:05:00,Crystal Maze,Puzzle,3,3.97,0,18-24,info: no device exception
S00111922,D0049,2026-05-17T21:27:00,2026-05-17T21:32:00,Neon Racer,Skill,1,1.15,0,35-44,info: standard telemetry event
S00111923,D0049,2026-05-17T17:05:00,2026-05-17T17:41:00,Treasure Quest,Adventure,5,7.82,0,25-34,info: session completed normally
S00111924,D0050,2026-05-17T16:19:00,2026-05-17T16:37:00,Golden Safari,Adventure,5,7.58,2,35-44,info: standard telemetry event
S00111925,D0050,2026-05-17T23:54:00,2026-05-18T00:15:00,Neon Racer,Skill,3,4.47,0,35-44,info: session completed normally
S00111926,D0050,2026-05-17T10:53:00,2026-05-17T11:21:00,Neon Racer,Skill,5,6.23,0,55+,info: session completed normally
S00111927,D0051,2026-05-17T13:54:00,2026-05-17T13:59:00,Crystal Maze,Puzzle,2,2.1,0,18-24,info: session completed normally
S00111928,D0051,2026-05-17T15:11:00,2026-05-17T15:29:00,Crystal Maze,Puzzle,3,2.74,0,25-34,info: session completed normally
S00111929,D0051,2026-05-17T17:41:00,2026-05-17T18:00:00,Mystic Wheels,Chance,1,1.45,0,45-54,info: session completed normally
S00111930,D0051,2026-05-17T11:02:00,2026-05-17T11:16:00,Lucky Harbor,Classic,4,5.78,1,18-24,info: standard telemetry event
S00111931,D0051,2026-05-17T18:32:00,2026-05-17T18:49:00,Golden Safari,Adventure,4,4.46,0,35-44,info: session completed normally
S00111932,D0051,2026-05-17T22:21:00,2026-05-17T22:36:00,Mystic Wheels,Chance,2,2.78,1,25-34,info: session completed normally
S00111933,D0052,2026-05-17T21:24:00,2026-05-17T21:56:00,Lucky Harbor,Classic,9,11.88,3,25-34,warning: network synchronization delay
S00111934,D0052,2026-05-17T19:49:00,2026-05-17T19:59:00,Golden Safari,Adventure,2,3.02,0,18-24,info: no device exception
S00111935,D0052,2026-05-17T16:28:00,2026-05-17T16:46:00,Mystic Wheels,Chance,5,7.25,2,55+,info: standard telemetry event
S00111936,D0052,2026-05-17T13:09:00,2026-05-17T13:28:00,Space Spin,Arcade,5,5.49,2,18-24,info: no device exception
S00111937,D0052,2026-05-17T20:54:00,2026-05-17T21:09:00,Neon Racer,Skill,2,1.95,0,45-54,info: no device exception
S00111938,D0052,2026-05-17T21:27:00,2026-05-17T21:47:00,Mystic Wheels,Chance,5,8.73,1,18-24,info: session completed normally
S00111939,D0052,2026-05-17T20:08:00,2026-05-17T20:18:00,Golden Safari,Adventure,1,1.61,0,45-54,info: session completed normally
S00111940,D0052,2026-05-17T23:49:00,2026-05-18T00:01:00,Crystal Maze,Puzzle,6,7.55,1,35-44,info: no device exception
S00111941,D0052,2026-05-17T23:54:00,2026-05-18T00:01:00,Treasure Quest,Adventure,2,2.85,0,45-54,info: standard telemetry event
S00111942,D0052,2026-05-17T08:24:00,2026-05-17T08:34:00,Mystic Wheels,Chance,1,1.8,0,35-44,info: standard telemetry event
S00111943,D0052,2026-05-17T21:27:00,2026-05-17T21:47:00,Neon Racer,Skill,5,6.2,0,18-24,info: standard telemetry event
S00111944,D0052,2026-05-17T17:50:00,2026-05-17T18:20:00,Neon Racer,Skill,4,5.98,1,45-54,info: standard telemetry event
S00111945,D0052,2026-05-17T21:00:00,2026-05-17T21:10:00,Golden Safari,Adventure,3,4.37,0,25-34,info: standard telemetry event
S00111946,D0053,2026-05-17T23:23:00,2026-05-17T23:32:00,Treasure Quest,Adventure,3,4.26,0,55+,info: no device exception
S00111947,D0053,2026-05-17T15:01:00,2026-05-17T15:11:00,Lucky Harbor,Classic,1,1.68,0,35-44,info: session completed normally
S00111948,D0053,2026-05-17T15:55:00,2026-05-17T16:23:00,Golden Safari,Adventure,5,9.22,0,18-24,info: no device exception
S00111949,D0053,2026-05-17T08:41:00,2026-05-17T08:54:00,Crystal Maze,Puzzle,1,1.18,0,18-24,info: no device exception
S00111950,D0053,2026-05-17T19:26:00,2026-05-17T19:42:00,Fruit Galaxy,Classic,4,4.06,0,25-34,info: session completed normally
S00111951,D0053,2026-05-17T13:05:00,2026-05-17T13:19:00,Lucky Harbor,Classic,2,3.13,0,35-44,info: standard telemetry event
S00111952,D0054,2026-05-17T15:08:00,2026-05-17T15:15:00,Golden Safari,Adventure,3,4.84,0,45-54,info: session completed normally
S00111953,D0054,2026-05-17T22:50:00,2026-05-17T23:02:00,Crystal Maze,Puzzle,4,5.06,0,25-34,info: standard telemetry event
S00111954,D0054,2026-05-17T19:06:00,2026-05-17T19:28:00,Golden Safari,Adventure,5,9.14,2,25-34,info: standard telemetry event
S00111955,D0054,2026-05-17T14:28:00,2026-05-17T14:41:00,Treasure Quest,Adventure,5,8.19,2,25-34,info: no device exception
S00111956,D0054,2026-05-17T19:56:00,2026-05-17T20:05:00,Treasure Quest,Adventure,2,3.14,0,25-34,info: session completed normally
S00111957,D0054,2026-05-17T15:48:00,2026-05-17T16:06:00,Crystal Maze,Puzzle,6,6.34,0,35-44,info: session completed normally
S00111958,D0054,2026-05-17T14:18:00,2026-05-17T14:39:00,Space Spin,Arcade,3,3.78,0,35-44,info: standard telemetry event
S00111959,D0054,2026-05-17T17:15:00,2026-05-17T17:26:00,Neon Racer,Skill,4,6.27,0,18-24,info: no device exception
S00111960,D0054,2026-05-17T22:53:00,2026-05-17T23:08:00,Neon Racer,Skill,1,1.27,0,25-34,info: standard telemetry event
S00111961,D0055,2026-05-17T18:53:00,2026-05-17T19:03:00,Lucky Harbor,Classic,7,12.11,0,35-44,info: session completed normally
S00111962,D0055,2026-05-17T23:53:00,2026-05-18T00:08:00,Mystic Wheels,Chance,4,5.72,0,25-34,info: no device exception
S00111963,D0055,2026-05-17T20:52:00,2026-05-17T21:03:00,Space Spin,Arcade,3,3.74,1,25-34,info: standard telemetry event
S00111964,D0055,2026-05-17T23:07:00,2026-05-17T23:20:00,Space Spin,Arcade,4,4.96,0,35-44,info: no device exception
S00111965,D0055,2026-05-17T20:37:00,2026-05-17T20:57:00,Treasure Quest,Adventure,5,9.59,0,25-34,info: no device exception
S00111966,D0055,2026-05-17T17:02:00,2026-05-17T17:16:00,Golden Safari,Adventure,3,5.56,0,45-54,info: standard telemetry event
S00111967,D0055,2026-05-17T16:36:00,2026-05-17T17:01:00,Space Spin,Arcade,6,9.85,0,25-34,info: session completed normally
S00111968,D0055,2026-05-17T23:17:00,2026-05-17T23:27:00,Space Spin,Arcade,1,1.36,0,45-54,info: standard telemetry event
S00111969,D0056,2026-05-17T19:51:00,2026-05-17T20:23:00,Mystic Wheels,Chance,5,7.0,0,35-44,info: session completed normally
S00111970,D0056,2026-05-17T18:58:00,2026-05-17T19:24:00,Crystal Maze,Puzzle,4,4.53,2,25-34,info: session completed normally
S00111971,D0057,2026-05-17T10:30:00,2026-05-17T10:54:00,Mystic Wheels,Chance,9,10.9,1,35-44,info: standard telemetry event
S00111972,D0057,2026-05-17T10:59:00,2026-05-17T11:20:00,Treasure Quest,Adventure,6,8.39,1,18-24,info: session completed normally
S00111973,D0057,2026-05-17T14:27:00,2026-05-17T14:48:00,Treasure Quest,Adventure,6,7.21,0,18-24,info: session completed normally
S00111974,D0057,2026-05-17T20:52:00,2026-05-17T21:16:00,Fruit Galaxy,Classic,7,8.13,2,35-44,info: no device exception
S00111975,D0057,2026-05-17T17:31:00,2026-05-17T18:02:00,Golden Safari,Adventure,9,9.46,0,25-34,info: session completed normally
S00111976,D0057,2026-05-17T10:22:00,2026-05-17T10:40:00,Space Spin,Arcade,4,4.67,0,35-44,info: standard telemetry event
S00111977,D0057,2026-05-17T23:35:00,2026-05-18T00:14:00,Space Spin,Arcade,11,13.43,1,45-54,info: no device exception
S00111978,D0057,2026-05-17T16:38:00,2026-05-17T16:50:00,Mystic Wheels,Chance,5,5.95,1,18-24,info: session completed normally
S00111979,D0057,2026-05-17T13:50:00,2026-05-17T13:59:00,Fruit Galaxy,Classic,2,2.55,0,35-44,info: session completed normally
S00111980,D0058,2026-05-17T15:46:00,2026-05-17T16:01:00,Neon Racer,Skill,5,6.06,2,25-34,info: standard telemetry event
S00111981,D0058,2026-05-17T17:08:00,2026-05-17T17:31:00,Mystic Wheels,Chance,3,4.93,0,35-44,info: no device exception
S00111982,D0058,2026-05-17T19:12:00,2026-05-17T19:37:00,Space Spin,Arcade,3,3.16,0,25-34,info: no device exception
S00111983,D0059,2026-05-17T23:11:00,2026-05-17T23:25:00,Golden Safari,Adventure,2,2.2,0,25-34,info: standard telemetry event
S00111984,D0059,2026-05-17T16:57:00,2026-05-17T17:29:00,Crystal Maze,Puzzle,11,8.91,2,35-44,info: session completed normally
S00111985,D0059,2026-05-17T16:45:00,2026-05-17T16:55:00,Crystal Maze,Puzzle,2,1.78,1,55+,info: no device exception
S00111986,D0059,2026-05-17T18:50:00,2026-05-17T19:03:00,Mystic Wheels,Chance,4,4.73,1,55+,info: no device exception
S00111987,D0059,2026-05-17T20:39:00,2026-05-17T20:52:00,Treasure Quest,Adventure,1,1.18,0,45-54,info: no device exception
S00111988,D0059,2026-05-17T17:33:00,2026-05-17T17:39:00,Crystal Maze,Puzzle,2,1.9,0,35-44,info: no device exception
S00111989,D0059,2026-05-17T12:29:00,2026-05-17T12:32:00,Fruit Galaxy,Classic,1,0.77,0,25-34,info: no device exception
S00111990,D0060,2026-05-17T15:46:00,2026-05-17T15:55:00,Lucky Harbor,Classic,3,4.13,0,25-34,info: standard telemetry event
S00111991,D0060,2026-05-17T19:18:00,2026-05-17T19:30:00,Lucky Harbor,Classic,1,1.44,0,35-44,info: no device exception
S00111992,D0060,2026-05-17T22:35:00,2026-05-17T22:52:00,Treasure Quest,Adventure,6,10.0,1,45-54,info: session completed normally
S00111993,D0060,2026-05-17T23:57:00,2026-05-18T00:31:00,Mystic Wheels,Chance,4,6.1,0,35-44,info: session completed normally
S00111994,D0060,2026-05-17T15:46:00,2026-05-17T16:14:00,Neon Racer,Skill,6,10.38,2,35-44,info: session completed normally
S00111995,D0061,2026-05-17T16:55:00,2026-05-17T17:13:00,Treasure Quest,Adventure,3,3.36,0,35-44,info: no device exception
S00111996,D0061,2026-05-17T21:19:00,2026-05-17T21:28:00,Golden Safari,Adventure,4,5.4,0,18-24,info: no device exception
S00111997,D0061,2026-05-17T16:37:00,2026-05-17T16:54:00,Space Spin,Arcade,2,2.45,0,18-24,info: no device exception
S00111998,D0061,2026-05-17T21:24:00,2026-05-17T22:06:00,Neon Racer,Skill,8,10.79,1,45-54,info: no device exception
S00111999,D0061,2026-05-17T18:02:00,2026-05-17T18:26:00,Neon Racer,Skill,5,5.62,0,18-24,info: no device exception
S00112000,D0061,2026-05-17T19:06:00,2026-05-17T19:23:00,Lucky Harbor,Classic,5,5.47,0,35-44,info: session completed normally
S00112001,D0062,2026-05-17T22:59:00,2026-05-17T23:18:00,Lucky Harbor,Classic,6,8.2,1,25-34,info: standard telemetry event
S00112002,D0062,2026-05-17T15:58:00,2026-05-17T16:16:00,Mystic Wheels,Chance,2,2.4,0,45-54,info: session completed normally
S00112003,D0062,2026-05-17T14:09:00,2026-05-17T14:16:00,Space Spin,Arcade,1,1.36,0,45-54,info: no device exception
S00112004,D0062,2026-05-17T12:27:00,2026-05-17T12:44:00,Space Spin,Arcade,3,3.82,0,25-34,info: standard telemetry event
S00112005,D0062,2026-05-17T13:03:00,2026-05-17T13:11:00,Treasure Quest,Adventure,2,2.64,0,25-34,info: standard telemetry event
S00112006,D0062,2026-05-17T18:24:00,2026-05-17T18:41:00,Crystal Maze,Puzzle,1,1.06,0,35-44,info: session completed normally
S00112007,D0062,2026-05-17T18:29:00,2026-05-17T18:41:00,Treasure Quest,Adventure,5,5.94,0,35-44,info: session completed normally
S00112008,D0063,2026-05-17T12:12:00,2026-05-17T12:31:00,Golden Safari,Adventure,5,9.25,1,35-44,info: no device exception
S00112009,D0063,2026-05-17T17:34:00,2026-05-17T17:48:00,Treasure Quest,Adventure,5,7.51,1,35-44,info: session completed normally
S00112010,D0063,2026-05-17T08:38:00,2026-05-17T09:02:00,Neon Racer,Skill,3,3.3,0,35-44,info: no device exception
S00112011,D0063,2026-05-17T16:40:00,2026-05-17T17:03:00,Treasure Quest,Adventure,4,6.87,0,45-54,info: session completed normally
S00112012,D0063,2026-05-17T19:23:00,2026-05-17T19:37:00,Golden Safari,Adventure,2,2.73,0,25-34,info: no device exception
S00112013,D0063,2026-05-17T22:12:00,2026-05-17T22:27:00,Mystic Wheels,Chance,2,3.14,0,25-34,info: standard telemetry event
S00112014,D0063,2026-05-17T12:30:00,2026-05-17T13:00:00,Lucky Harbor,Classic,5,6.08,0,55+,info: session completed normally
S00112015,D0063,2026-05-17T14:17:00,2026-05-17T14:31:00,Golden Safari,Adventure,4,5.39,0,35-44,info: standard telemetry event
S00112016,D0063,2026-05-17T15:28:00,2026-05-17T15:37:00,Space Spin,Arcade,2,3.0,0,25-34,info: standard telemetry event
S00112017,D0063,2026-05-17T20:09:00,2026-05-17T20:39:00,Fruit Galaxy,Classic,10,14.8,1,25-34,info: standard telemetry event
S00112018,D0064,2026-05-17T23:44:00,2026-05-18T00:04:00,Neon Racer,Skill,9,10.16,0,25-34,info: standard telemetry event
S00112019,D0064,2026-05-17T13:21:00,2026-05-17T13:24:00,Treasure Quest,Adventure,2,2.26,0,45-54,info: no device exception
S00112020,D0064,2026-05-17T15:57:00,2026-05-17T16:25:00,Lucky Harbor,Classic,14,15.1,5,25-34,info: session completed with recoverable device event
S00112021,D0064,2026-05-17T16:50:00,2026-05-17T17:16:00,Mystic Wheels,Chance,2,3.05,0,25-34,info: no device exception
S00112022,D0064,2026-05-17T18:21:00,2026-05-17T18:30:00,Fruit Galaxy,Classic,2,2.22,1,18-24,info: no device exception
S00112023,D0064,2026-05-17T21:08:00,2026-05-17T21:41:00,Neon Racer,Skill,4,3.87,1,35-44,info: standard telemetry event
S00112024,D0064,2026-05-17T14:21:00,2026-05-17T14:48:00,Space Spin,Arcade,7,9.57,0,18-24,info: no device exception
S00112025,D0064,2026-05-17T17:28:00,2026-05-17T17:42:00,Mystic Wheels,Chance,5,7.13,0,45-54,info: standard telemetry event
S00112026,D0064,2026-05-17T17:16:00,2026-05-17T17:19:00,Treasure Quest,Adventure,2,2.8,0,25-34,info: no device exception
S00112027,D0064,2026-05-17T14:42:00,2026-05-17T14:45:00,Mystic Wheels,Chance,1,1.37,0,45-54,info: session completed normally
S00112028,D0064,2026-05-17T13:15:00,2026-05-17T13:27:00,Neon Racer,Skill,6,7.02,0,45-54,info: session completed normally
S00112029,D0064,2026-05-17T21:18:00,2026-05-17T21:30:00,Golden Safari,Adventure,4,5.04,0,25-34,info: session completed normally
S00112030,D0064,2026-05-17T19:42:00,2026-05-17T19:57:00,Mystic Wheels,Chance,2,2.36,0,45-54,info: standard telemetry event
S00112031,D0064,2026-05-17T12:54:00,2026-05-17T13:10:00,Space Spin,Arcade,2,2.27,0,18-24,info: session completed normally
S00112032,D0065,2026-05-17T16:04:00,2026-05-17T16:27:00,Fruit Galaxy,Classic,5,5.63,0,25-34,info: session completed normally
S00112033,D0065,2026-05-17T16:02:00,2026-05-17T16:12:00,Fruit Galaxy,Classic,4,5.03,0,18-24,info: standard telemetry event
S00112034,D0065,2026-05-17T22:04:00,2026-05-17T22:26:00,Crystal Maze,Puzzle,2,1.6,1,45-54,info: standard telemetry event
S00112035,D0065,2026-05-17T20:09:00,2026-05-17T20:29:00,Crystal Maze,Puzzle,2,2.03,1,18-24,info: standard telemetry event
S00112036,D0065,2026-05-17T12:18:00,2026-05-17T12:33:00,Treasure Quest,Adventure,6,6.87,1,35-44,info: no device exception
S00112037,D0065,2026-05-17T11:51:00,2026-05-17T12:02:00,Space Spin,Arcade,5,6.04,0,35-44,info: standard telemetry event
S00112038,D0065,2026-05-17T13:02:00,2026-05-17T13:13:00,Treasure Quest,Adventure,5,4.96,1,25-34,info: no device exception
S00112039,D0065,2026-05-17T22:31:00,2026-05-17T23:02:00,Mystic Wheels,Chance,8,9.8,0,35-44,info: session completed normally
S00112040,D0065,2026-05-17T23:57:00,2026-05-18T00:29:00,Golden Safari,Adventure,4,4.62,1,18-24,info: no device exception
S00112041,D0065,2026-05-17T18:43:00,2026-05-17T18:57:00,Mystic Wheels,Chance,4,5.56,1,45-54,info: no device exception
S00112042,D0067,2026-05-17T23:48:00,2026-05-18T00:00:00,Neon Racer,Skill,1,1.01,0,25-34,info: standard telemetry event
S00112043,D0067,2026-05-17T13:45:00,2026-05-17T13:59:00,Fruit Galaxy,Classic,3,3.3,0,25-34,info: no device exception
S00112044,D0067,2026-05-17T13:48:00,2026-05-17T14:03:00,Lucky Harbor,Classic,3,3.86,0,35-44,info: standard telemetry event
S00112045,D0067,2026-05-17T22:37:00,2026-05-17T23:13:00,Mystic Wheels,Chance,8,11.4,2,45-54,info: standard telemetry event
S00112046,D0067,2026-05-17T14:21:00,2026-05-17T14:33:00,Space Spin,Arcade,3,3.45,0,45-54,info: no device exception
S00112047,D0067,2026-05-17T20:02:00,2026-05-17T20:24:00,Space Spin,Arcade,3,3.81,1,55+,info: no device exception
S00112048,D0067,2026-05-17T23:15:00,2026-05-17T23:31:00,Space Spin,Arcade,2,2.26,0,25-34,info: no device exception
S00112049,D0068,2026-05-17T22:33:00,2026-05-17T22:54:00,Treasure Quest,Adventure,2,4.07,0,25-34,info: no device exception
S00112050,D0068,2026-05-17T22:49:00,2026-05-17T23:05:00,Crystal Maze,Puzzle,2,2.55,0,18-24,info: no device exception
S00112051,D0068,2026-05-17T15:32:00,2026-05-17T16:00:00,Space Spin,Arcade,8,11.19,1,25-34,info: standard telemetry event
S00112052,D0068,2026-05-17T14:28:00,2026-05-17T14:39:00,Golden Safari,Adventure,3,6.25,1,35-44,info: standard telemetry event
S00112053,D0068,2026-05-17T14:47:00,2026-05-17T15:07:00,Lucky Harbor,Classic,3,5.26,0,45-54,info: standard telemetry event
S00112054,D0068,2026-05-17T18:28:00,2026-05-17T18:54:00,Neon Racer,Skill,1,1.28,0,18-24,info: standard telemetry event
S00112055,D0068,2026-05-17T18:05:00,2026-05-17T18:24:00,Fruit Galaxy,Classic,4,5.6,1,35-44,info: standard telemetry event
S00112056,D0068,2026-05-17T13:25:00,2026-05-17T13:52:00,Neon Racer,Skill,6,10.42,0,45-54,info: standard telemetry event
S00112057,D0068,2026-05-17T13:12:00,2026-05-17T13:40:00,Treasure Quest,Adventure,7,9.05,1,35-44,info: no device exception
S00112058,D0068,2026-05-17T19:18:00,2026-05-17T19:39:00,Mystic Wheels,Chance,5,10.63,1,35-44,info: session completed normally
S00112059,D0068,2026-05-17T12:45:00,2026-05-17T12:52:00,Crystal Maze,Puzzle,1,0.88,0,35-44,info: session completed normally
S00112060,D0068,2026-05-17T16:09:00,2026-05-17T16:13:00,Fruit Galaxy,Classic,1,1.55,0,45-54,info: session completed normally
S00112061,D0069,2026-05-17T21:24:00,2026-05-17T21:39:00,Golden Safari,Adventure,2,2.85,0,18-24,info: no device exception
S00112062,D0069,2026-05-17T17:52:00,2026-05-17T18:20:00,Treasure Quest,Adventure,7,10.56,0,25-34,info: standard telemetry event
S00112063,D0069,2026-05-17T16:24:00,2026-05-17T16:45:00,Fruit Galaxy,Classic,3,3.36,0,25-34,info: no device exception
S00112064,D0069,2026-05-17T10:35:00,2026-05-17T11:00:00,Neon Racer,Skill,4,4.93,0,45-54,info: no device exception
S00112065,D0069,2026-05-17T08:42:00,2026-05-17T08:56:00,Fruit Galaxy,Classic,3,4.22,0,25-34,info: session completed normally
S00112066,D0069,2026-05-17T13:32:00,2026-05-17T13:54:00,Lucky Harbor,Classic,7,9.26,0,35-44,info: standard telemetry event
S00112067,D0070,2026-05-17T16:05:00,2026-05-17T16:17:00,Fruit Galaxy,Classic,6,5.14,0,35-44,info: no device exception
S00112068,D0070,2026-05-17T14:14:00,2026-05-17T14:25:00,Neon Racer,Skill,2,2.18,0,45-54,info: standard telemetry event
S00112069,D0070,2026-05-17T22:28:00,2026-05-17T22:37:00,Neon Racer,Skill,3,3.73,0,35-44,info: standard telemetry event
S00112070,D0070,2026-05-17T18:07:00,2026-05-17T18:37:00,Neon Racer,Skill,8,11.05,0,25-34,info: no device exception
S00112071,D0070,2026-05-17T17:46:00,2026-05-17T17:56:00,Crystal Maze,Puzzle,1,0.25,4,18-24,warning: abnormal revenue drop and elevated error count
S00112072,D0070,2026-05-17T17:24:00,2026-05-17T17:37:00,Mystic Wheels,Chance,3,4.0,0,35-44,info: no device exception
S00112073,D0070,2026-05-17T20:13:00,2026-05-17T20:59:00,Fruit Galaxy,Classic,8,9.13,1,45-54,info: standard telemetry event
S00112074,D0071,2026-05-17T23:06:00,2026-05-17T23:15:00,Treasure Quest,Adventure,3,4.12,0,35-44,info: no device exception
S00112075,D0071,2026-05-17T12:07:00,2026-05-17T12:18:00,Neon Racer,Skill,7,7.55,0,25-34,info: no device exception
S00112076,D0071,2026-05-17T12:12:00,2026-05-17T12:30:00,Lucky Harbor,Classic,4,4.72,0,25-34,info: no device exception
S00112077,D0071,2026-05-17T22:15:00,2026-05-17T22:38:00,Crystal Maze,Puzzle,7,6.09,0,18-24,info: standard telemetry event
S00112078,D0071,2026-05-17T18:05:00,2026-05-17T18:17:00,Golden Safari,Adventure,3,3.31,0,25-34,info: standard telemetry event
S00112079,D0071,2026-05-17T15:45:00,2026-05-17T16:00:00,Lucky Harbor,Classic,3,3.49,0,45-54,info: session completed normally
S00112080,D0071,2026-05-17T15:31:00,2026-05-17T15:51:00,Neon Racer,Skill,7,7.74,0,25-34,info: session completed normally
S00112081,D0072,2026-05-17T17:47:00,2026-05-17T18:12:00,Golden Safari,Adventure,4,6.1,0,35-44,info: session completed normally
S00112082,D0072,2026-05-17T14:20:00,2026-05-17T14:32:00,Crystal Maze,Puzzle,3,3.28,0,45-54,info: session completed normally
S00112083,D0072,2026-05-17T23:35:00,2026-05-17T23:58:00,Treasure Quest,Adventure,5,7.7,0,35-44,info: no device exception
S00112084,D0072,2026-05-17T12:02:00,2026-05-17T12:05:00,Mystic Wheels,Chance,1,1.59,0,25-34,info: session completed normally
S00112085,D0072,2026-05-17T22:06:00,2026-05-17T22:30:00,Mystic Wheels,Chance,4,5.24,0,18-24,info: session completed normally
S00112086,D0072,2026-05-17T19:02:00,2026-05-17T19:15:00,Crystal Maze,Puzzle,2,2.2,0,25-34,info: standard telemetry event
S00112087,D0072,2026-05-17T20:37:00,2026-05-17T21:02:00,Neon Racer,Skill,6,9.31,1,55+,info: standard telemetry event
S00112088,D0072,2026-05-17T09:50:00,2026-05-17T10:12:00,Treasure Quest,Adventure,5,7.35,1,35-44,info: session completed normally
S00112089,D0073,2026-05-17T13:30:00,2026-05-17T13:44:00,Fruit Galaxy,Classic,2,2.53,0,25-34,info: no device exception
S00112090,D0073,2026-05-17T19:05:00,2026-05-17T19:12:00,Space Spin,Arcade,3,5.08,2,25-34,info: standard telemetry event
S00112091,D0073,2026-05-17T14:57:00,2026-05-17T15:09:00,Golden Safari,Adventure,3,4.6,0,35-44,info: standard telemetry event
S00112092,D0073,2026-05-17T19:08:00,2026-05-17T19:20:00,Crystal Maze,Puzzle,4,4.35,0,45-54,info: standard telemetry event
S00112093,D0073,2026-05-17T12:33:00,2026-05-17T12:49:00,Golden Safari,Adventure,7,12.35,0,18-24,info: no device exception
S00112094,D0073,2026-05-17T18:42:00,2026-05-17T18:58:00,Crystal Maze,Puzzle,5,5.18,1,45-54,info: no device exception
S00112095,D0073,2026-05-17T15:09:00,2026-05-17T15:17:00,Space Spin,Arcade,2,3.05,0,25-34,info: session completed normally
S00112096,D0073,2026-05-17T23:51:00,2026-05-18T00:07:00,Fruit Galaxy,Classic,7,8.31,1,25-34,info: no device exception
S00112097,D0073,2026-05-17T19:36:00,2026-05-17T19:46:00,Lucky Harbor,Classic,4,5.94,0,55+,info: no device exception
S00112098,D0074,2026-05-17T21:32:00,2026-05-17T21:50:00,Crystal Maze,Puzzle,5,5.35,0,25-34,info: no device exception
S00112099,D0074,2026-05-17T15:20:00,2026-05-17T15:59:00,Crystal Maze,Puzzle,9,4.86,1,25-34,info: standard telemetry event
S00112100,D0074,2026-05-17T22:58:00,2026-05-17T23:10:00,Mystic Wheels,Chance,6,9.3,2,25-34,info: session completed normally
S00112101,D0074,2026-05-17T18:51:00,2026-05-17T19:05:00,Space Spin,Arcade,3,3.73,0,18-24,info: standard telemetry event
S00112102,D0074,2026-05-17T15:50:00,2026-05-17T16:21:00,Mystic Wheels,Chance,3,4.36,1,45-54,info: session completed normally
S00112103,D0074,2026-05-17T19:04:00,2026-05-17T19:17:00,Treasure Quest,Adventure,3,4.27,1,25-34,info: no device exception
S00112104,D0074,2026-05-17T18:30:00,2026-05-17T18:34:00,Space Spin,Arcade,1,1.17,1,55+,info: no device exception
S00112105,D0075,2026-05-17T21:55:00,2026-05-17T22:15:00,Neon Racer,Skill,5,6.42,2,18-24,info: session completed normally
S00112106,D0075,2026-05-17T16:06:00,2026-05-17T16:14:00,Treasure Quest,Adventure,1,1.12,0,25-34,info: session completed normally
S00112107,D0075,2026-05-17T18:21:00,2026-05-17T18:32:00,Golden Safari,Adventure,1,1.29,0,35-44,info: session completed normally
S00112108,D0075,2026-05-17T13:41:00,2026-05-17T13:52:00,Neon Racer,Skill,2,2.3,0,25-34,info: standard telemetry event
S00112109,D0075,2026-05-17T14:54:00,2026-05-17T15:23:00,Mystic Wheels,Chance,6,7.68,1,35-44,info: standard telemetry event
S00112110,D0075,2026-05-17T19:15:00,2026-05-17T19:35:00,Lucky Harbor,Classic,5,5.52,0,25-34,info: standard telemetry event
S00112111,D0075,2026-05-17T16:33:00,2026-05-17T16:44:00,Neon Racer,Skill,2,2.23,2,35-44,info: session completed normally
S00112112,D0075,2026-05-17T23:32:00,2026-05-17T23:50:00,Lucky Harbor,Classic,6,8.25,0,45-54,info: standard telemetry event
S00112113,D0075,2026-05-17T14:14:00,2026-05-17T14:33:00,Fruit Galaxy,Classic,3,2.81,1,25-34,info: no device exception
S00112114,D0076,2026-05-17T17:52:00,2026-05-17T17:55:00,Crystal Maze,Puzzle,1,1.3,0,35-44,info: no device exception
S00112115,D0076,2026-05-17T10:14:00,2026-05-17T10:47:00,Mystic Wheels,Chance,8,12.88,0,18-24,info: session completed normally
S00112116,D0076,2026-05-17T23:28:00,2026-05-17T23:56:00,Golden Safari,Adventure,4,5.64,0,25-34,info: session completed normally
S00112117,D0076,2026-05-17T14:28:00,2026-05-17T14:39:00,Golden Safari,Adventure,1,1.58,0,25-34,info: no device exception
S00112118,D0077,2026-05-17T18:37:00,2026-05-17T19:04:00,Crystal Maze,Puzzle,6,5.82,0,35-44,info: session completed normally
S00112119,D0077,2026-05-17T18:11:00,2026-05-17T18:34:00,Treasure Quest,Adventure,4,5.38,1,35-44,info: session completed normally
